mt_id,x,y,density,mt,t_seconds,mt_length,deltaR_um
5_1000,397.292,880.083,1000,5,130,16.072,0.889842997
5_1000,401.917,882.833,1000,5,132,16.072,1.076162163
5_1000,405.875,886,1000,5,134,16.072,1.013817597
5_1000,409,888.708,1000,5,136,16.072,0.827016058
5_1000,413.083,890.083,1000,5,138,16.072,0.861661511
5_1000,417.083,892.125,1000,5,140,16.072,0.898215208
5_1000,422.083,893.708,1000,5,142,16.072,1.048921141
5_1000,426.875,894.167,1000,5,144,16.072,0.962786477
5_1000,430.333,894.708,1000,5,146,16.072,0.700012714
5_1000,435.833,896.125,1000,5,148,16.072,1.135920578
5_1000,439.208,896.125,1000,5,150,16.072,0.675
5_1000,443.917,895.75,1000,5,152,16.072,0.944781583
5_1000,448.917,896.167,1000,5,154,16.072,1.003471753
5_1000,453.083,898,1000,5,156,16.072,0.910284461
5_1000,457.917,899.25,1000,5,158,16.072,0.99860014
5_1000,460.917,900.917,1000,5,160,16.072,0.686407721
5_1000,465.917,902.583,1000,5,162,16.072,1.054050397
5_1000,470,901.417,1000,5,164,16.072,0.84924543
5_1000,474.167,901.5,1000,5,166,16.072,0.833565306
5_1000,479,901.167,1000,5,168,16.072,0.968891697
5_1000,483.542,900.75,1000,5,170,16.072,0.912220434
5_1000,487.917,900.75,1000,5,172,16.072,0.875
5_1000,491.917,900.25,1000,5,174,16.072,0.806225775
5_1000,497.875,899.833,1000,5,176,16.072,1.194515015
5_1000,502,899.667,1000,5,178,16.072,0.825667754
5_1000,506.958,899.083,1000,5,180,16.072,0.998455207
5_1000,511.958,897.875,1000,5,182,16.072,1.028771384
5_1000,517.75,897.167,1000,5,184,16.072,1.167022331
5_1000,522.083,896.542,1000,5,186,16.072,0.875568707
5_1000,526.167,897.542,1000,5,188,16.072,0.840929391
5_1000,530.875,897.458,1000,5,190,16.072,0.941749861
5_1000,534.917,897.292,1000,5,192,16.072,0.809081454
5_1000,540.083,896.5,1000,5,194,16.072,1.045271639
5_1000,544.167,895.958,1000,5,196,16.072,0.82396165
5_1000,549,895.625,1000,5,198,16.072,0.968891697
5_1000,553.958,895.583,1000,5,200,16.072,0.991635578
6_1000,733.062,875.312,1000,6,2,7.6942,0
6_1000,727.5,873.188,1000,6,4,7.6942,1.190751359
6_1000,723.125,871,1000,6,6,7.6942,0.978324466
6_1000,718.125,867.938,1000,6,8,7.6942,1.172618335
6_1000,713.188,866.5,1000,6,10,7.6942,1.028432069
6_1000,708.812,864.062,1000,6,12,7.6942,1.001862665
6_1000,704.25,862,1000,6,14,7.6942,1.00127295
6_1000,700,860.188,1000,6,16,7.6942,0.924031255
6_1000,695.125,857,1000,6,18,7.6942,1.16497157
6_1000,692.062,853.438,1000,6,20,7.6942,0.939570391
6_1000,689,850.812,1000,6,22,7.6942,0.806764402
6_1000,685.125,847.062,1000,6,24,7.6942,1.078482731
6_1000,682,842.312,1000,6,26,7.6942,1.137156542
6_1000,679.438,839.125,1000,6,28,7.6942,0.817821814
6_1000,679.375,832.938,1000,6,30,7.6942,1.237464149
6_1000,676.562,829.875,1000,6,32,7.6942,0.831743662
6_1000,674.438,825.125,1000,6,34,7.6942,1.040651258
6_1000,673.438,819.938,1000,6,36,7.6942,1.056503081
6_1000,672.438,816,1000,6,38,7.6942,0.812596923
6_1000,672.812,811.062,1000,6,40,7.6942,0.990428594
6_1000,670.833,805.583,1000,6,42,7.6942,1.165090245
6_1000,670.167,800.75,1000,6,44,7.6942,0.975734493
6_1000,669.75,796.083,1000,6,46,7.6942,0.93711852
6_1000,669.75,791.583,1000,6,48,7.6942,0.9
6_1000,669.667,787,1000,6,50,7.6942,0.916750304
6_1000,671.333,782,1000,6,52,7.6942,1.054050397
6_1000,673.125,777.938,1000,6,54,7.6942,0.887943872
6_1000,674.438,773.062,1000,6,56,7.6942,1.009937523
6_1000,676.312,769.062,1000,6,58,7.6942,0.883444984
6_1000,677.062,765.5,1000,6,60,7.6942,0.728020439
6_1000,678.938,761.125,1000,6,62,7.6942,0.95205044
6_1000,681.688,755.875,1000,6,64,7.6942,1.185326959
6_1000,684.688,751.938,1000,6,66,7.6942,0.989948867
6_1000,687.938,749.812,1000,6,68,7.6942,0.776720696
6_1000,690.812,744.812,1000,6,70,7.6942,1.153427518
6_1000,696.062,741.125,1000,6,72,7.6942,1.283066156
6_1000,700,739.062,1000,6,74,7.6942,0.889130204
6_1000,703.062,736,1000,6,76,7.6942,0.866064386
6_1000,706,732.417,1000,6,78,7.6942,0.926708865
6_1000,710.083,729.25,1000,6,80,7.6942,1.033455911
6_1000,713.083,727.167,1000,6,82,7.6942,0.730448876
6_1000,716.5,724,1000,6,84,7.6942,0.931789204
6_1000,721.167,720,1000,6,86,7.6942,1.229323212
6_1000,724.833,718,1000,6,88,7.6942,0.835213889
6_1000,728.417,716.167,1000,6,90,7.6942,0.805107322
6_1000,730.833,713,1000,6,92,7.6942,0.796666681
6_1000,734.583,709,1000,6,94,7.6942,1.09658561
6_1000,739.25,705.083,1000,6,96,7.6942,1.218585705
6_1000,742.917,703,1000,6,98,7.6942,0.843463763
6_1000,745.917,700.083,1000,6,100,7.6942,0.836872487
6_1000,749.417,698.083,1000,6,102,7.6942,0.806225775
6_1000,754.25,696.75,1000,6,104,7.6942,1.002691937
6_1000,758.25,694.833,1000,6,106,7.6942,0.887127702
6_1000,761.833,692.5,1000,6,108,7.6942,0.85512053
6_1000,766,691.25,1000,6,110,7.6942,0.870089398
6_1000,770.417,689.25,1000,6,112,7.6942,0.969739945
6_1000,774.25,686.5,1000,6,114,7.6942,0.943491155
6_1000,778.062,684.562,1000,6,116,7.6942,0.855270437
6_1000,782.75,682.438,1000,6,118,7.6942,1.029343869
6_1000,787,681.625,1000,6,120,7.6942,0.86541248
6_1000,790.438,679.75,1000,6,122,7.6942,0.783210546
6_1000,795.062,678.25,1000,6,124,7.6942,0.972242274
6_1000,800.938,675.688,1000,6,126,7.6942,1.282048673
6_1000,804.062,674.625,1000,6,128,7.6942,0.659980151
6_1000,808.375,673,1000,6,130,7.6942,0.921793773
6_1000,811.5,671.188,1000,6,132,7.6942,0.722467134
6_1000,815.438,668.375,1000,6,134,7.6942,0.96790109
6_1000,820.125,666.438,1000,6,136,7.6942,1.014296564
6_1000,825.062,662.312,1000,6,138,7.6942,1.286823142
6_1000,829.062,660.5,1000,6,140,7.6942,0.87825609
6_1000,833,658.75,1000,6,142,7.6942,0.86186644
6_1000,836.875,656.5,1000,6,144,7.6942,0.896172416
6_1000,842.188,654.375,1000,6,146,7.6942,1.14444037
6_1000,845.062,652.375,1000,6,148,7.6942,0.700282115
6_1000,849.5,648.75,1000,6,150,7.6942,1.146062285
6_1000,852.062,646.312,1000,6,152,7.6942,0.707324197
6_1000,855.812,643.375,1000,6,154,7.6942,0.952648288
6_1000,860.062,640.062,1000,6,156,7.6942,1.077747076
6_1000,861.75,636.812,1000,6,158,7.6942,0.732443691
6_1000,864.938,633.25,1000,6,160,7.6942,0.956058325
6_1000,869.188,630,1000,6,162,7.6942,1.070046728
6_1000,873.125,627.062,1000,6,164,7.6942,0.982482834
6_1000,877.062,624.188,1000,6,166,7.6942,0.974881429
6_1000,881,622.312,1000,6,168,7.6942,0.872404035
6_1000,885.812,620.188,1000,6,170,7.6942,1.05198327
6_1000,888.812,618.688,1000,6,172,7.6942,0.670820393
6_1000,894,617.75,1000,6,174,7.6942,1.054422837
6_1000,897.062,616.188,1000,6,176,7.6942,0.687479105
6_1000,902.25,613.75,1000,6,178,7.6942,1.146458687
6_1000,906.375,613.062,1000,6,180,7.6942,0.836396294
6_1000,910.75,611.688,1000,6,182,7.6942,0.917136871
6_1000,915.938,609.375,1000,6,184,7.6942,1.136051284
6_1000,918.5,608.25,1000,6,186,7.6942,0.559623766
6_1000,923.188,604.938,1000,6,188,7.6942,1.147984111
6_1000,926.688,601.438,1000,6,190,7.6942,0.989949494
6_1000,928.75,598.375,1000,6,192,7.6942,0.738479871
6_1000,933,596.25,1000,6,194,7.6942,0.95032889
6_1000,937.125,593.125,1000,6,196,7.6942,1.035012077
6_1000,940,590.688,1000,6,198,7.6942,0.753779649
6_1000,944.938,585.875,1000,6,200,7.6942,1.379112947
7_1000,696.938,345.812,1000,7,2,6.77,0
7_1000,694.812,349.875,1000,7,4,6.77,0.917122565
7_1000,694,353.938,1000,7,6,6.77,0.828669126
7_1000,692.75,358,1000,7,8,6.77,0.849996329
7_1000,690.938,363.812,1000,7,10,6.77,1.217582654
7_1000,691.312,367.062,1000,7,12,6.77,0.654289722
7_1000,692.438,371.938,1000,7,14,6.77,1.000864666
7_1000,692.188,377.188,1000,7,16,6.77,1.051189802
7_1000,692.812,382.062,1000,7,18,6.77,0.982756369
7_1000,694.5,383.938,1000,7,20,6.77,0.504726461
7_1000,696.312,388.938,1000,7,22,6.77,1.063641744
7_1000,697.062,391.75,1000,7,24,6.77,0.582059928
7_1000,698.562,399.125,1000,7,26,6.77,1.505199322
7_1000,699.625,402,1000,7,28,6.77,0.613044664
7_1000,702.812,404.875,1000,7,30,6.77,0.858430987
7_1000,705.042,408.625,1000,7,32,6.77,0.872591542
7_1000,707.958,411.875,1000,7,34,6.77,0.873282451
7_1000,711.75,413.75,1000,7,36,6.77,0.84604702
7_1000,713.875,416.125,1000,7,38,6.77,0.637377439
7_1000,716.438,419.75,1000,7,40,6.77,0.88790977
7_1000,720,424.688,1000,7,42,6.77,1.217730479
7_1000,722.958,428.042,1000,7,44,6.77,0.894406619
7_1000,727.167,432.292,1000,7,46,6.77,1.196297304
7_1000,729.917,436.167,1000,7,48,6.77,0.95032889
7_1000,732.417,440.125,1000,7,50,6.77,0.936285512
7_1000,736,444.375,1000,7,52,6.77,1.111762367
7_1000,737.875,447.042,1000,7,54,6.77,0.652028036
7_1000,740.042,450.875,1000,7,56,6.77,0.880631092
7_1000,739.917,454.042,1000,7,58,6.77,0.633893177
7_1000,741.667,460.083,1000,7,60,6.77,1.257874095
7_1000,742.667,464.625,1000,7,62,6.77,0.930156202
7_1000,742.833,469,1000,7,64,6.77,0.875629625
7_1000,741.708,473.875,1000,7,66,6.77,1.000624805
7_1000,740.75,478.167,1000,7,68,6.77,0.879523234
7_1000,738.083,480.958,1000,7,70,6.77,0.772076939
7_1000,738.125,485.167,1000,7,72,6.77,0.841841909
7_1000,736.5,490.125,1000,7,74,6.77,1.043501586
7_1000,735,492.542,1000,7,76,6.77,0.568924916
7_1000,732.875,497.458,1000,7,78,6.77,1.071124288
7_1000,732.292,503.083,1000,7,80,6.77,1.13102633
7_1000,732.25,507.833,1000,7,82,6.77,0.950037136
7_1000,728.562,510.188,1000,7,84,6.77,0.875154135
7_1000,725,513.438,1000,7,86,6.77,0.96437221
7_1000,724.25,518.625,1000,7,88,6.77,1.048188323
7_1000,723.5,523.062,1000,7,90,6.77,0.8999882
7_1000,721.167,527.083,1000,7,92,6.77,0.929759754
7_1000,718.625,531.625,1000,7,94,6.77,1.040990451
7_1000,715.958,534.167,1000,7,96,6.77,0.736875919
7_1000,714.75,539.75,1000,7,98,6.77,1.142438672
7_1000,712.917,542.958,1000,7,100,6.77,0.738949335
7_1000,707.375,547.958,1000,7,102,6.77,1.492833065
7_1000,704.25,550.417,1000,7,104,6.77,0.795293807
7_1000,703.083,553.167,1000,7,106,6.77,0.597474317
7_1000,699,557.292,1000,7,108,6.77,1.160801688
7_1000,697.958,560.583,1000,7,110,6.77,0.690404085
7_1000,692.958,564.167,1000,7,112,6.77,1.23036671
7_1000,687.875,566.5,1000,7,114,6.77,1.118566547
7_1000,685.5,570.542,1000,7,116,6.77,0.937622291
7_1000,682,573.875,1000,7,118,6.77,0.966620691
7_1000,676.208,575.417,1000,7,120,6.77,1.198749815
7_1000,675.958,580.125,1000,7,122,6.77,0.942926593
7_1000,672.917,583.333,1000,7,124,6.77,0.884057577
7_1000,670.458,588,1000,7,126,6.77,1.055036871
7_1000,668.125,590.208,1000,7,128,6.77,0.642437639
7_1000,666.792,595.542,1000,7,130,6.77,1.099608021
7_1000,664.625,599.417,1000,7,132,6.77,0.887953017
7_1000,662.083,603.167,1000,7,134,6.77,0.906074257
7_1000,661.208,607.917,1000,7,136,6.77,0.965983954
7_1000,658.125,611.083,1000,7,138,6.77,0.883820004
7_1000,657.208,617.292,1000,7,140,6.77,1.255270011
7_1000,654.917,621.25,1000,7,142,6.77,0.91464627
7_1000,655.083,626.25,1000,7,144,6.77,1.000550968
7_1000,652.458,629.917,1000,7,146,6.77,0.901942659
7_1000,651.083,633.667,1000,7,148,6.77,0.798827265
7_1000,648.375,637.292,1000,7,150,6.77,0.904961635
7_1000,646.667,642.917,1000,7,152,6.77,1.175719167
7_1000,644.667,646.958,1000,7,154,6.77,0.90176895
7_1000,643.542,651.25,1000,7,156,6.77,0.887398197
7_1000,642.583,656.958,1000,7,158,6.77,1.157600017
7_1000,640.458,660.042,1000,7,160,6.77,0.749044218
7_1000,638.958,664.25,1000,7,162,6.77,0.893471074
7_1000,636.5,668.875,1000,7,164,6.77,1.047518764
7_1000,634.583,674.083,1000,7,166,6.77,1.109921673
7_1000,633.625,679.167,1000,7,168,6.77,1.034694544
7_1000,632.333,683.042,1000,7,170,6.77,0.816942813
7_1000,632.333,688.625,1000,7,172,6.77,1.1166
7_1000,632,693.833,1000,7,174,6.77,1.043727033
7_1000,631.875,698.25,1000,7,176,6.77,0.883753676
7_1000,630.458,702.417,1000,7,178,6.77,0.880267641
7_1000,628.625,707,1000,7,180,6.77,0.987193558
7_1000,625.875,712.292,1000,7,182,6.77,1.192774312
7_1000,622.375,717,1000,7,184,6.77,1.173290484
7_1000,620.833,719.375,1000,7,186,6.77,0.566335201
7_1000,619.208,723.208,1000,7,188,6.77,0.83264672
7_1000,618.375,730.188,1000,7,190,6.77,1.405905957
7_1000,618.188,733.125,1000,7,192,6.77,0.588589432
7_1000,616.562,738,1000,7,194,6.77,1.027803503
7_1000,614.5,741.438,1000,7,196,6.77,0.801790197
7_1000,613.5,745,1000,7,198,6.77,0.739941727
7_1000,613.312,748.188,1000,7,200,6.77,0.638707695
8_1000,16,954,1000,8,2,3.2558,0
8_1000,18.042,950,1000,8,4,3.2558,0.898215208
8_1000,21.875,946,1000,8,6,3.2558,1.108005217
8_1000,24.083,943.167,1000,8,8,3.2558,0.718363501
8_1000,26.583,940.708,1000,8,10,3.2558,0.701332475
8_1000,29.25,936.458,1000,8,12,3.2558,1.003501649
8_1000,32.25,932.833,1000,8,14,3.2558,0.941076511
8_1000,35.833,928.875,1000,8,16,3.2558,1.06777625
8_1000,39,926.083,1000,8,18,3.2558,0.844396897
8_1000,41.292,924.042,1000,8,20,3.2558,0.613805995
8_1000,43.667,920.958,1000,8,22,3.2558,0.778503205
8_1000,46.375,917,1000,8,24,3.2558,0.959146037
8_1000,49.208,912.792,1000,8,26,3.2558,1.014557105
8_1000,51.958,908.917,1000,8,28,3.2558,0.95032889
8_1000,54.167,904.833,1000,8,30,3.2558,0.92862774
8_1000,57.417,901.833,1000,8,32,3.2558,0.884590301
8_1000,60.125,899,1000,8,34,3.2558,0.783815106
8_1000,63.958,894.958,1000,8,36,3.2558,1.114085329
8_1000,67,891.875,1000,8,38,3.2558,0.866225213
8_1000,69.958,888.042,1000,8,40,3.2558,0.968331617
8_1000,72.083,883.833,1000,8,42,3.2558,0.943001718
8_1000,75.792,879.875,1000,8,44,3.2558,1.084849206
8_1000,78.958,876.042,1000,8,46,3.2558,0.994292613
8_1000,82.375,872.917,1000,8,48,3.2558,0.926099649
8_1000,85.333,870.875,1000,8,50,3.2558,0.718874899
8_1000,89.292,866.375,1000,8,52,3.2558,1.198727342
8_1000,92.542,863.625,1000,8,54,3.2558,0.851469318
8_1000,95.917,860.083,1000,8,56,3.2558,0.978496581
8_1000,98.333,857.083,1000,8,58,3.2558,0.770377985
8_1000,100.708,852.958,1000,8,60,3.2558,0.951971638
8_1000,103.542,847.625,1000,8,62,3.2558,1.207848418
8_1000,105.5,842.917,1000,8,64,3.2558,1.01978484
8_1000,107.344,839,1000,8,66,3.2558,0.865868928
8_1000,110,834.844,1000,8,68,3.2558,0.986441524
8_1000,112.875,830.906,1000,8,70,3.2558,0.975160889
8_1000,115.688,827.75,1000,8,72,3.2558,0.845536634
8_1000,117.719,822.938,1000,8,74,3.2558,1.044611028
8_1000,120.312,818.406,1000,8,76,3.2558,1.044273393
8_1000,121.406,814.094,1000,8,78,3.2558,0.889723103
8_1000,123.188,810,1000,8,80,3.2558,0.893003024
8_1000,124.938,805.469,1000,8,82,3.2558,0.971441424
8_1000,127.5,800.969,1000,8,84,3.2558,1.035641714
8_1000,130.188,797.031,1000,8,86,3.2558,0.953586661
8_1000,132.906,793,1000,8,88,3.2558,0.972347366
8_1000,134.156,788.875,1000,8,90,3.2558,0.862046982
8_1000,135.5,783.938,1000,8,92,3.2558,1.023333865
8_1000,136,779.531,1000,8,94,3.2558,0.887054654
8_1000,136.781,775.875,1000,8,96,3.2558,0.74769772
8_1000,138.156,771.062,1000,8,98,3.2558,1.001111263
8_1000,138.969,766.25,1000,8,100,3.2558,0.9760392
8_1000,139.125,761.906,1000,8,102,3.2558,0.86936004
8_1000,139.594,756.969,1000,8,104,3.2558,0.991845351
8_1000,139.812,753.062,1000,8,106,3.2558,0.782615436
8_1000,140.062,748.062,1000,8,108,3.2558,1.00124922
8_1000,139.531,744.188,1000,8,110,3.2558,0.782044423
8_1000,139.562,739.219,1000,8,112,3.2558,0.99381934
8_1000,140.281,734.094,1000,8,114,3.2558,1.035037893
8_1000,139.969,728.969,1000,8,116,3.2558,1.026897639
8_1000,140.219,724.531,1000,8,118,3.2558,0.889007177
8_1000,140.312,720.031,1000,8,120,3.2558,0.900192179
8_1000,139.656,715.125,1000,8,122,3.2558,0.989932765
8_1000,140.438,710.219,1000,8,124,3.2558,0.993586634
8_1000,140.281,705.75,1000,8,126,3.2558,0.894351385
8_1000,139.969,699.5,1000,8,128,3.2558,1.251556535
8_1000,140.75,695.156,1000,8,130,3.2558,0.882729789
8_1000,142.75,691.094,1000,8,132,3.2558,0.905535068
8_1000,144.656,687.969,1000,8,134,3.2558,0.732078165
8_1000,146.969,683.062,1000,8,136,3.2558,1.084963004
8_1000,148.406,678,1000,8,138,3.2558,1.052403212
8_1000,148.75,673.25,1000,8,140,3.2558,0.952488026
8_1000,148.812,669.094,1000,8,142,3.2558,0.831292488
8_1000,148.906,663.188,1000,8,144,3.2558,1.181349601
8_1000,149.344,659,1000,8,146,3.2558,0.842168344
8_1000,150.031,653.938,1000,8,148,3.2558,1.021681222
8_1000,151.292,650.375,1000,8,150,3.2558,0.755912429
8_1000,152.667,646.958,1000,8,152,3.2558,0.73665498
8_1000,152.625,640.125,1000,8,154,3.2558,1.366625816
8_1000,151.042,635.208,1000,8,156,3.2558,1.033107507
8_1000,151.292,630.958,1000,8,158,3.2558,0.851469318
8_1000,150.125,626.167,1000,8,160,3.2558,0.986216406
8_1000,151.208,621.875,1000,8,162,3.2558,0.885305665
8_1000,151.458,617.708,1000,8,164,3.2558,0.834898533
8_1000,150.292,612.833,1000,8,166,3.2558,1.002500494
8_1000,148.042,609.458,1000,8,168,3.2558,0.811249037
8_1000,147.125,605.167,1000,8,170,3.2558,0.877577803
8_1000,146.208,600,1000,8,172,3.2558,1.049548055
8_1000,145.333,595.958,1000,8,174,3.2558,0.827124876
8_1000,144.708,590.75,1000,8,176,3.2558,1.049073668
8_1000,144.125,585.833,1000,8,178,3.2558,0.990288402
8_1000,143.417,581.667,1000,8,180,3.2558,0.845146614
8_1000,141.125,577.292,1000,8,182,3.2558,0.987803401
8_1000,139.875,572.958,1000,8,184,3.2558,0.902132052
8_1000,138.125,567.833,1000,8,186,3.2558,1.083108951
8_1000,136.292,564.333,1000,8,188,3.2558,0.790187041
8_1000,135.292,560.125,1000,8,190,3.2558,0.865037895
8_1000,133.292,556.958,1000,8,192,3.2558,0.749129869
8_1000,132.208,552.083,1000,8,194,3.2558,0.998812915
8_1000,131.917,547.917,1000,8,196,3.2558,0.835230196
8_1000,130.333,542.25,1000,8,198,3.2558,1.1768423
8_1000,129.083,537.75,1000,8,200,3.2558,0.934077085
9_1000,750.188,695.312,1000,9,2,14.4152,0
9_1000,749.938,689.125,1000,9,4,14.4152,1.238409771
9_1000,751.125,683.75,1000,9,6,14.4152,1.10090134
9_1000,751.938,679.625,1000,9,8,14.4152,0.840870834
9_1000,753.875,676.938,1000,9,10,14.4152,0.662478317
9_1000,756.833,673.042,1000,9,12,14.4152,0.978336956
9_1000,758.583,670.042,1000,9,14,14.4152,0.694622199
9_1000,760.583,666.625,1000,9,16,14.4152,0.79185577
9_1000,763.958,663.167,1000,9,18,14.4152,0.966403415
9_1000,766.917,659.208,1000,9,20,14.4152,0.98852136
9_1000,769.458,656.083,1000,9,22,14.4152,0.805538478
9_1000,772.125,652.917,1000,9,24,14.4152,0.827923789
9_1000,776.208,648.917,1000,9,26,14.4152,1.143169086
9_1000,778.625,645.083,1000,9,28,14.4152,0.906453419
9_1000,779.875,641.042,1000,9,30,14.4152,0.845983002
9_1000,781,637.583,1000,9,32,14.4152,0.727469752
9_1000,782.75,632.208,1000,9,34,14.4152,1.130541905
9_1000,784.25,628.042,1000,9,36,14.4152,0.885563233
9_1000,786.917,625,1000,9,38,14.4152,0.809114405
9_1000,789.042,622.625,1000,9,40,14.4152,0.637377439
9_1000,791.917,618.042,1000,9,42,14.4152,1.082026136
9_1000,796.25,614,1000,9,44,14.4152,1.18511861
9_1000,796.042,608.042,1000,9,46,14.4152,1.192325929
9_1000,794.667,603.833,1000,9,48,14.4152,0.885580171
9_1000,794.667,600.208,1000,9,50,14.4152,0.725
9_1000,794.375,594.875,1000,9,52,14.4152,1.068197603
9_1000,794.458,591.083,1000,9,54,14.4152,0.75858165
9_1000,796.875,585.917,1000,9,56,14.4152,1.140691808
9_1000,798.333,582.083,1000,9,58,14.4152,0.820373573
9_1000,798.708,576.708,1000,9,60,14.4152,1.077613103
9_1000,799.75,571.708,1000,9,62,14.4152,1.021484488
9_1000,800.125,568.833,1000,9,64,14.4152,0.579870675
9_1000,800.458,563.125,1000,9,66,14.4152,1.143541044
9_1000,801.75,559.042,1000,9,68,14.4152,0.856508097
9_1000,802.042,554.083,1000,9,70,14.4152,0.993517891
9_1000,803.042,549.375,1000,9,72,14.4152,0.962606129
9_1000,804,544,1000,9,74,14.4152,1.091941189
9_1000,803.542,539.667,1000,9,76,14.4152,0.871427633
9_1000,802.833,534,1000,9,78,14.4152,1.142235878
9_1000,801.083,529.083,1000,9,80,14.4152,1.043827361
9_1000,802.542,526.083,1000,9,82,14.4152,0.667193555
9_1000,803.708,520.083,1000,9,84,14.4152,1.222449279
9_1000,804.458,515.875,1000,9,86,14.4152,0.85486289
9_1000,805.167,511.292,1000,9,88,14.4152,0.927503531
9_1000,806.125,507.333,1000,9,90,14.4152,0.81465195
9_1000,806.625,500.969,1000,9,92,14.4152,1.276722303
9_1000,805.188,496.188,1000,9,94,14.4152,0.99845741
9_1000,804.25,491.75,1000,9,96,14.4152,0.907208642
9_1000,805.875,487.688,1000,9,98,14.4152,0.874996434
9_1000,806.125,483.562,1000,9,100,14.4152,0.826713397
9_1000,807.188,477.188,1000,9,102,14.4152,1.292406205
9_1000,807.25,472.938,1000,9,104,14.4152,0.850090442
9_1000,806.208,467.875,1000,9,106,14.4152,1.033822673
9_1000,805.125,463,1000,9,108,14.4152,0.998769523
9_1000,804.333,460,1000,9,110,14.4152,0.620556653
9_1000,804.333,454.708,1000,9,112,14.4152,1.0584
9_1000,805.438,451.125,1000,9,114,14.4152,0.749904367
9_1000,807.5,446.688,1000,9,116,14.4152,0.978546126
9_1000,810.375,441.688,1000,9,118,14.4152,1.1535272
9_1000,813,438,1000,9,120,14.4152,0.905361121
9_1000,816.312,433.312,1000,9,122,14.4152,1.147984111
9_1000,820.062,431.438,1000,9,124,14.4152,0.838436068
9_1000,823.125,428.188,1000,9,126,14.4152,0.893184617
9_1000,827.5,426.312,1000,9,128,14.4152,0.95205044
9_1000,830.938,424.5,1000,9,130,14.4152,0.777256406
9_1000,835,421.562,1000,9,132,14.4152,1.002630301
9_1000,839.188,418.562,1000,9,134,14.4152,1.030327016
9_1000,842.188,414.844,1000,9,136,14.4152,0.95547944
9_1000,845.125,409.875,1000,9,138,14.4152,1.154416389
9_1000,847.906,406.969,1000,9,140,14.4152,0.804457507
9_1000,851.719,403,1000,9,142,14.4152,1.1007621
9_1000,853.656,400.844,1000,9,144,14.4152,0.579665593
9_1000,857.062,399.094,1000,9,146,14.4152,0.765854712
9_1000,860.125,394.094,1000,9,148,14.4152,1.172722798
9_1000,861.875,389.875,1000,9,150,14.4152,0.913508861
9_1000,863.562,385.812,1000,9,152,14.4152,0.879862216
9_1000,864.312,381.906,1000,9,154,14.4152,0.795470578
9_1000,866.031,377.125,1000,9,156,14.4152,1.016128378
9_1000,868.812,373.562,1000,9,158,14.4152,0.903967477
9_1000,871.625,369.969,1000,9,160,14.4152,0.912636138
9_1000,875.031,364.688,1000,9,162,14.4152,1.256818157
9_1000,875.625,361.281,1000,9,164,14.4152,0.691678683
9_1000,877.281,357.562,1000,9,166,14.4152,0.814206288
9_1000,878,351.25,1000,9,168,14.4152,1.270563733
9_1000,879.469,347.875,1000,9,170,14.4152,0.736168079
9_1000,880.438,343.344,1000,9,172,14.4152,0.926691362
9_1000,882.656,339.75,1000,9,174,14.4152,0.844662299
9_1000,885.5,335.156,1000,9,176,14.4152,1.080614122
9_1000,887.062,331.031,1000,9,178,14.4152,0.882167082
9_1000,888.125,325.875,1000,9,180,14.4152,1.052887553
9_1000,887.031,322,1000,9,182,14.4152,0.805294008
9_1000,886.375,315.781,1000,9,184,14.4152,1.250700556
9_1000,885.083,312.917,1000,9,186,14.4152,0.628387142
9_1000,884.417,307.792,1000,9,188,14.4152,1.033618518
9_1000,884.542,303.792,1000,9,190,14.4152,0.80039053
9_1000,886.167,299.042,1000,9,192,14.4152,1.004054281
9_1000,887.208,293.25,1000,9,194,14.4152,1.176961257
9_1000,888.333,290.208,1000,9,196,14.4152,0.648672151
9_1000,886.792,285.417,1000,9,198,14.4152,1.006545816
9_1000,885.208,281.042,1000,9,200,14.4152,0.930584354
10_1000,420.938,240.062,1000,10,2,7.8978,0
10_1000,422.875,245.062,1000,10,4,7.8978,1.072417251
10_1000,424.938,248.875,1000,10,6,7.8978,0.867062581
10_1000,426.062,253.562,1000,10,8,7.8978,0.963978112
10_1000,428.938,256.938,1000,10,10,7.8978,0.886989335
10_1000,430.958,260.042,1000,10,12,7.8978,0.7406812
10_1000,433.083,263.667,1000,10,14,7.8978,0.840386816
10_1000,435.792,268.333,1000,10,16,7.8978,1.079078069
10_1000,437.333,272,1000,10,18,7.8978,0.795526744
10_1000,439.875,275.417,1000,10,20,7.8978,0.85176647
10_1000,442.292,279.083,1000,10,22,7.8978,0.878212844
10_1000,443.75,284.125,1000,10,24,7.8978,1.04971478
10_1000,446.25,287.208,1000,10,26,7.8978,0.793848575
10_1000,448.625,291.083,1000,10,28,7.8978,0.908982948
10_1000,451.083,294.167,1000,10,30,7.8978,0.788741276
10_1000,453.458,297.875,1000,10,32,7.8978,0.880679033
10_1000,455.208,301.792,1000,10,34,7.8978,0.858030046
10_1000,457.542,305.333,1000,10,36,7.8978,0.848203678
10_1000,459.875,310.062,1000,10,38,7.8978,1.054634155
10_1000,462.042,313.958,1000,10,40,7.8978,0.891621108
10_1000,463.042,317.042,1000,10,42,7.8978,0.648415176
10_1000,465.458,321.125,1000,10,44,7.8978,0.948850779
10_1000,466.958,324.958,1000,10,46,7.8978,0.82321052
10_1000,468.875,329.5,1000,10,48,7.8978,0.98599499
10_1000,469.958,334.083,1000,10,50,7.8978,0.941844531
