mt_id,x,y,density,mt,t_seconds,mt_length,deltaR_um
5_500,338.333,278,500,5,14,16.0836,1.033107507
5_500,338.583,281.042,500,5,16,16.0836,0.610451112
5_500,339.458,287.083,500,5,18,16.0836,1.220808027
5_500,339.375,290.958,500,5,20,16.0836,0.77517776
5_500,341.083,296.042,500,5,22,16.0836,1.072647566
5_500,342.25,299.833,500,5,24,16.0836,0.793311288
5_500,343,304.125,500,5,26,16.0836,0.87140723
5_500,345.083,308.792,500,5,28,16.0836,1.022150243
5_500,346.208,313.792,500,5,30,16.0836,1.025
5_500,346.875,318.083,500,5,32,16.0836,0.868506074
5_500,349.167,322.792,500,5,34,16.0836,1.047433912
5_500,351.5,327,500,5,36,16.0836,0.962292118
5_500,352.958,331.708,500,5,38,16.0836,0.985718581
5_500,352.958,336.917,500,5,40,16.0836,1.0418
5_500,354.083,342.042,500,5,42,16.0836,1.049404593
5_500,356.25,346.917,500,5,44,16.0836,1.066986673
5_500,357.708,349.958,500,5,46,16.0836,0.674490771
5_500,358.542,352.792,500,5,48,16.0836,0.590833716
5_500,359.958,358.958,500,5,50,16.0836,1.265300154
5_500,362.958,363.833,500,5,52,16.0836,1.144825314
5_500,363.958,367.083,500,5,54,16.0836,0.680073525
5_500,364.625,372.042,500,5,56,16.0836,1.000731133
5_500,365.5,376.917,500,5,58,16.0836,0.990580638
5_500,365.625,381.042,500,5,60,16.0836,0.825378701
5_500,366.75,385.792,500,5,62,16.0836,0.976281209
5_500,367.542,389.917,500,5,64,16.0836,0.840068783
5_500,369.75,394,500,5,66,16.0836,0.928356677
5_500,371,397.375,500,5,68,16.0836,0.719809002
5_500,372.375,402.625,500,5,70,16.0836,1.085414667
5_500,372.833,405.208,500,5,72,16.0836,0.524658098
5_500,374.708,411,500,5,74,16.0836,1.217585956
5_500,376.542,415.042,500,5,76,16.0836,0.88772338
5_500,378.083,419.417,500,5,78,16.0836,0.927691889
5_500,379.958,423.167,500,5,80,16.0836,0.838525492
5_500,381.958,427.708,500,5,82,16.0836,0.992384623
5_500,383.792,432.75,500,5,84,16.0836,1.073039049
5_500,386.25,437.875,500,5,86,16.0836,1.136791784
5_500,386,440.958,500,5,88,16.0836,0.618623925
5_500,387.417,444.5,500,5,90,16.0836,0.762985006
5_500,388.792,449.917,500,5,92,16.0836,1.117756932
5_500,391.042,454.5,500,5,94,16.0836,1.021105068
5_500,392.708,458.375,500,5,96,16.0836,0.843591868
5_500,395.125,464,500,5,98,16.0836,1.224459293
5_500,398.042,469.167,500,5,100,16.0836,1.186705996
5_500,399.167,472.042,500,5,102,16.0836,0.617454452
5_500,400.25,477.917,500,5,104,16.0836,1.194797288
5_500,400.75,481.333,500,5,106,16.0836,0.690479717
5_500,402.75,486.042,500,5,108,16.0836,1.023223944
5_500,403.625,491.875,500,5,110,16.0836,1.179652729
5_500,405.125,496.917,500,5,112,16.0836,1.052079161
5_500,405.375,500.125,500,5,114,16.0836,0.643545305
5_500,405,505.292,500,5,116,16.0836,1.036118024
5_500,405.083,508.875,500,5,118,16.0836,0.716792243
5_500,405.208,513.083,500,5,120,16.0836,0.841971235
5_500,406.625,517.792,500,5,122,16.0836,0.983515531
5_500,408.208,522.042,500,5,124,16.0836,0.907047716
5_500,409.25,526.875,500,5,126,16.0836,0.988810457
5_500,411.5,531.042,500,5,128,16.0836,0.947130171
5_500,413.458,535.833,500,5,130,16.0836,1.035131779
5_500,415.875,538.812,500,5,132,16.0836,0.767237382
5_500,417.75,542.5,500,5,134,16.0836,0.827453177
5_500,419.688,547.875,500,5,136,16.0836,1.142741773
5_500,420.25,551.188,500,5,138,16.0836,0.67206586
5_500,423.062,556.5,500,5,140,16.0836,1.202076337
5_500,424,559.875,500,5,142,16.0836,0.700584584
5_500,426.812,563.875,500,5,144,16.0836,0.977902735
5_500,431.188,568.375,500,5,146,16.0836,1.255378445
5_500,433.25,572.062,500,5,148,16.0836,0.844886099
5_500,435.375,576.812,500,5,150,16.0836,1.040732915
5_500,437.75,579.875,500,5,152,16.0836,0.775179824
5_500,442.062,583.438,500,5,154,16.0836,1.118719143
5_500,446.125,587.312,500,5,156,16.0836,1.122779497
5_500,449.5,589.938,500,5,158,16.0836,0.855254372
5_500,453.125,593.125,500,5,160,16.0836,0.965351625
5_500,457.438,597,500,5,162,16.0836,1.159613625
5_500,460,600,500,5,164,16.0836,0.78902076
5_500,463.188,602.938,500,5,166,16.0836,0.867068348
5_500,466.375,605.938,500,5,168,16.0836,0.875373497
5_500,471.125,609.688,500,5,170,16.0836,1.210371844
5_500,474.062,613.75,500,5,172,16.0836,1.002513102
5_500,476.75,617,500,5,174,16.0836,0.84351275
5_500,481,620.75,500,5,176,16.0836,1.133578405
5_500,483.312,624.25,500,5,178,16.0836,0.838936088
5_500,487.938,626.875,500,5,180,16.0836,1.063776311
5_500,493.125,628.688,500,5,182,16.0836,1.09894382
5_500,497.125,629.438,500,5,184,16.0836,0.81394103
5_500,501.625,630.875,500,5,186,16.0836,0.944774449
5_500,505,633.312,500,5,188,16.0836,0.832576579
5_500,510.062,636.5,500,5,190,16.0836,1.196447876
5_500,514,639.312,500,5,192,16.0836,0.967784852
5_500,518.625,642.188,500,5,194,16.0836,1.089256646
5_500,523.125,645.625,500,5,196,16.0836,1.132483448
5_500,526.938,647.312,500,5,198,16.0836,0.833904983
5_500,530.75,649.188,500,5,200,16.0836,0.849722778
6_500,752.458,183.958,500,6,2,18.909,0
6_500,754.167,187.042,500,6,4,18.909,0.705173369
6_500,755.167,191.417,500,6,6,18.909,0.897566154
6_500,756.708,194.917,500,6,8,18.909,0.764844586
6_500,758.583,200.083,500,6,10,18.909,1.099148416
6_500,760.708,205.042,500,6,12,18.909,1.079023744
6_500,761.208,208.958,500,6,14,18.909,0.789558256
6_500,760.458,212.125,500,6,16,18.909,0.650919012
6_500,762.083,217.042,500,6,18,18.909,1.035712586
6_500,760.583,223.042,500,6,20,18.909,1.236931688
6_500,760.75,226.958,500,6,22,18.909,0.783911857
6_500,762.833,230.542,500,6,24,18.909,0.829070443
6_500,763.083,234.625,500,6,26,18.909,0.818129305
6_500,763.792,240.25,500,6,28,18.909,1.133901336
6_500,764.958,244.083,500,6,30,18.909,0.801285093
6_500,765.625,248.917,500,6,32,18.909,0.975959938
6_500,765.25,253.958,500,6,34,18.909,1.010985776
6_500,765.042,258.125,500,6,36,18.909,0.834437607
6_500,765.208,261.875,500,6,38,18.909,0.750734467
6_500,765.125,267.042,500,6,40,18.909,1.033533318
6_500,765.833,270.958,500,6,42,18.909,0.795897481
6_500,765.917,277.125,500,6,44,18.909,1.23351441
6_500,764.958,280.875,500,6,46,18.909,0.774136448
6_500,766.333,287,500,6,48,18.909,1.255487953
6_500,766.875,290.792,500,6,50,18.909,0.766107773
6_500,766,295.917,500,6,52,18.909,1.039831717
6_500,766,300.042,500,6,54,18.909,0.825
6_500,765.5,305.042,500,6,56,18.909,1.004987562
6_500,763.792,309.958,500,6,58,18.909,1.040851959
6_500,762.958,315,500,6,60,18.909,1.022102148
6_500,762.125,319.125,500,6,62,18.909,0.841653468
6_500,762.375,325,500,6,64,18.909,1.176063349
6_500,761.417,329.083,500,6,66,18.909,0.838776561
6_500,760.583,332.917,500,6,68,18.909,0.784732107
6_500,758.75,338.25,500,6,70,18.909,1.127843571
6_500,758.25,343.042,500,6,72,18.909,0.963602906
6_500,758.292,348.667,500,6,74,18.909,1.12503136
6_500,756.583,354.083,500,6,76,18.909,1.135847472
6_500,754.25,358.583,500,6,78,18.909,1.013763069
6_500,753.417,361.083,500,6,80,18.909,0.527025199
6_500,752,365.25,500,6,82,18.909,0.880267641
6_500,750.75,372.083,500,6,84,18.909,1.389278791
6_500,749.083,376,500,6,86,18.909,0.851393634
6_500,748.917,380.25,500,6,88,18.909,0.850648129
6_500,748.938,384.562,500,6,90,18.909,0.862410227
6_500,748.438,387.688,500,6,92,18.909,0.633146934
6_500,747.25,393.625,500,6,94,18.909,1.210938694
6_500,746.875,399.25,500,6,96,18.909,1.127497228
6_500,747.375,402.25,500,6,98,18.909,0.608276253
6_500,746.875,407.875,500,6,100,18.909,1.1294357
6_500,746.25,412.625,500,6,102,18.909,0.958188395
6_500,745.438,416.562,500,6,104,18.909,0.80397296
6_500,745.938,422.125,500,6,106,18.909,1.117084939
6_500,746,427.25,500,6,108,18.909,1.025075002
6_500,748.312,433.25,500,6,110,18.909,1.286006905
6_500,748.312,438.188,500,6,112,18.909,0.9876
6_500,748.438,441.688,500,6,114,18.909,0.700453453
6_500,748.375,447.125,500,6,116,18.909,1.087472997
6_500,749.375,451.875,500,6,118,18.909,0.970824392
6_500,749.5,455.812,500,6,120,18.909,0.787796776
6_500,749.625,460.188,500,6,122,18.909,0.875556988
6_500,749.938,465.375,500,6,124,18.909,1.039287025
6_500,750.25,470.125,500,6,126,18.909,0.952047142
6_500,750.562,474.312,500,6,128,18.909,0.839721692
6_500,750.938,478.625,500,6,130,18.909,0.8658717
6_500,750.938,483.125,500,6,132,18.909,0.9
6_500,750.958,488.125,500,6,134,18.909,1.000008
6_500,751.25,491.958,500,6,136,18.909,0.768821254
6_500,749.958,496.375,500,6,138,18.909,0.920416275
6_500,747.958,499.958,500,6,140,18.909,0.820679938
6_500,746.708,505.083,500,6,142,18.909,1.055047392
6_500,746.875,509.125,500,6,144,18.909,0.809089686
6_500,745.875,514.083,500,6,146,18.909,1.011568366
6_500,745.417,518.917,500,6,148,18.909,0.971129651
6_500,746.208,522.958,500,6,150,18.909,0.823537783
6_500,745.333,527.042,500,6,152,18.909,0.835336603
6_500,745.042,532.042,500,6,154,18.909,1.001692188
6_500,745.062,536.031,500,6,156,18.909,0.797810028
6_500,745.156,539.906,500,6,158,18.909,0.775227992
6_500,744.25,544.125,500,6,160,18.909,0.86303643
6_500,743.719,548,500,6,162,18.909,0.782242571
6_500,744.031,552.344,500,6,164,18.909,0.871038001
6_500,742.5,556.531,500,6,166,18.909,0.891626155
6_500,742.75,561.062,500,6,168,18.909,0.907578338
6_500,743.125,565.031,500,6,170,18.909,0.797335212
6_500,743.312,568.906,500,6,172,18.909,0.775901901
6_500,743.906,573.031,500,6,174,18.909,0.833509712
6_500,744.438,576.938,500,6,176,18.909,0.788610753
6_500,745.25,581.031,500,6,178,18.909,0.834553605
6_500,745.531,585.719,500,6,180,18.909,0.939282812
6_500,745.781,590.062,500,6,182,18.909,0.870037907
6_500,746.375,594.219,500,6,184,18.909,0.839844867
6_500,746.375,599.031,500,6,186,18.909,0.9624
6_500,748.938,602.875,500,6,188,18.909,0.924019589
6_500,751.042,606,500,6,190,18.909,0.753457126
6_500,752.75,610,500,6,192,18.909,0.869879624
6_500,754.167,613.667,500,6,194,18.909,0.786251308
6_500,755.833,616.833,500,6,196,18.909,0.715516932
6_500,758.594,621.031,500,6,198,18.909,1.004914424
6_500,762.125,624.25,500,6,200,18.909,0.955613353
7_500,551.438,450.75,500,7,2,8.3762,0
7_500,553.062,454.5,500,7,4,8.3762,0.817309635
7_500,554.281,460.094,500,7,6,8.3762,1.145055405
7_500,556.031,464.75,500,7,8,8.3762,0.994803217
7_500,557.219,468.906,500,7,10,8.3762,0.864492452
7_500,559.719,474.844,500,7,12,8.3762,1.288562672
7_500,560.312,478,500,7,14,8.3762,0.642245592
7_500,562.031,483.094,500,7,16,8.3762,1.075245033
7_500,565.031,488.594,500,7,18,8.3762,1.252996409
7_500,565.938,492.156,500,7,20,8.3762,0.735132451
7_500,567.969,497.844,500,7,22,8.3762,1.207945446
7_500,569.562,501.875,500,7,24,8.3762,0.866870463
7_500,571.844,506.906,500,7,26,8.3762,1.104870762
7_500,572.906,511.094,500,7,28,8.3762,0.864110826
7_500,575.406,514.062,500,7,30,8.3762,0.776119166
7_500,578.344,519.062,500,7,32,8.3762,1.159859371
7_500,582,521.906,500,7,34,8.3762,0.926383765
7_500,584.531,525.031,500,7,36,8.3762,0.804278211
7_500,588.438,528.812,500,7,38,8.3762,1.087393397
7_500,590.938,532.906,500,7,40,8.3762,0.959392224
7_500,592.969,538.844,500,7,42,8.3762,1.255146286
7_500,594.938,543.031,500,7,44,8.3762,0.925374087
7_500,596.844,546.906,500,7,46,8.3762,0.863677278
7_500,599.781,552.031,500,7,48,8.3762,1.18138214
7_500,602.375,556.094,500,7,50,8.3762,0.964091386
7_500,604.375,560.031,500,7,52,8.3762,0.883175385
7_500,608.938,562.938,500,7,54,8.3762,1.082065026
7_500,611,566.844,500,7,56,8.3762,0.883372628
7_500,615.469,569.969,500,7,58,8.3762,1.09064359
7_500,618.5,574.031,500,7,60,8.3762,1.013643034
7_500,620.938,577.938,500,7,62,8.3762,0.921053592
7_500,624.188,581.969,500,7,64,8.3762,1.035595693
7_500,626.969,585.781,500,7,66,8.3762,0.943722523
7_500,630.031,588.875,500,7,68,8.3762,0.870601631
7_500,633.125,592.812,500,7,70,8.3762,1.001455041
7_500,635.25,596.781,500,7,72,8.3762,0.900412927
7_500,638.062,600.531,500,7,74,8.3762,0.937440003
7_500,641.094,604.625,500,7,76,8.3762,1.018898621
7_500,642.031,608.031,500,7,78,8.3762,0.706507042
7_500,645,612.625,500,7,80,8.3762,1.093979835
7_500,646.375,616.5,500,7,82,8.3762,0.82234421
7_500,648.25,620.083,500,7,84,8.3762,0.808789565
7_500,649.333,626.708,500,7,86,8.3762,1.342587263
7_500,651.125,631.792,500,7,88,8.3762,1.078115393
7_500,652.375,635.875,500,7,90,8.3762,0.854011452
7_500,655.562,640.125,500,7,92,8.3762,1.062440003
7_500,657.188,643.625,500,7,94,8.3762,0.771851696
7_500,659.062,647,500,7,96,8.3762,0.772075152
7_500,664.125,649.375,500,7,98,8.3762,1.118473853
7_500,667,652.312,500,7,100,8.3762,0.821987688
7_500,669.5,655.281,500,7,102,8.3762,0.776272143
7_500,672.969,660.812,500,7,104,8.3762,1.305770608
7_500,676.333,663.333,500,7,106,8.3762,0.840760061
7_500,681.042,665.708,500,7,108,8.3762,1.054804361
7_500,685.167,668.083,500,7,110,8.3762,0.951971638
7_500,689.167,671.5,500,7,112,8.3762,1.052157574
7_500,692.667,673.667,500,7,114,8.3762,0.823307695
7_500,696.167,675.75,500,7,116,8.3762,0.814589197
7_500,696.75,680.917,500,7,118,8.3762,1.039957268
7_500,698.167,683.333,500,7,120,8.3762,0.560176579
7_500,701,687.458,500,7,122,8.3762,1.000829936
7_500,703.583,691,500,7,124,8.3762,0.876758872
7_500,705.25,695.208,500,7,126,8.3762,0.905232633
7_500,708.125,699.125,500,7,128,8.3762,0.971771866
7_500,709.833,701.833,500,7,130,8.3762,0.640328915
7_500,712.708,705.875,500,7,132,8.3762,0.992036068
7_500,715.583,710.875,500,7,134,8.3762,1.1535272
7_500,717.292,713.125,500,7,136,8.3762,0.565090471
7_500,719.917,717.917,500,7,138,8.3762,1.092774249
7_500,722.583,720.083,500,7,140,8.3762,0.68699671
7_500,725.583,723.708,500,7,142,8.3762,0.941076511
7_500,728.917,726.667,500,7,144,8.3762,0.891543314
7_500,731.708,729.875,500,7,146,8.3762,0.850433889
7_500,734.958,733,500,7,148,8.3762,0.90173444
7_500,736.917,736.167,500,7,150,8.3762,0.744783727
7_500,740.812,740.375,500,7,152,8.3762,1.146791856
7_500,743.375,744.75,500,7,154,8.3762,1.01409258
7_500,744.938,747.938,500,7,156,8.3762,0.7101074
7_500,745.875,753,500,7,158,8.3762,1.029598232
7_500,747.125,755.969,500,7,160,8.3762,0.644281336
7_500,750.75,759,500,7,162,8.3762,0.945041502
7_500,752.219,764.031,500,7,164,8.3762,1.048216046
7_500,753.906,767.094,500,7,166,8.3762,0.699369373
7_500,755.562,770.969,500,7,168,8.3762,0.842803916
7_500,757.625,774.688,500,7,170,8.3762,0.850574629
7_500,759.188,778.25,500,7,172,8.3762,0.777966914
7_500,762.375,783.125,500,7,174,8.3762,1.164862121
7_500,764.688,787.062,500,7,176,8.3762,0.913234647
7_500,767.562,791.688,500,7,178,8.3762,1.089215351
7_500,769.75,794.25,500,7,180,8.3762,0.673830483
7_500,772.875,798.438,500,7,182,8.3762,1.045083135
7_500,775.125,800.438,500,7,184,8.3762,0.602079729
7_500,779.062,804.062,500,7,186,8.3762,1.070202691
7_500,782.938,807.812,500,7,188,8.3762,1.07862646
7_500,786.062,811.188,500,7,190,8.3762,0.919929389
7_500,789,814,500,7,192,8.3762,0.81336801
7_500,791.188,817.438,500,7,194,8.3762,0.815038355
7_500,793,821.625,500,7,196,8.3762,0.912454119
7_500,795,825.188,500,7,198,8.3762,0.81718955
7_500,796.062,829.25,500,7,200,8.3762,0.839706806
8_500,864.333,645.917,500,8,2,6.3246,0
8_500,868.083,640.667,500,8,4,6.3246,1.29034879
8_500,868.333,636.833,500,8,6,6.3246,0.768428422
8_500,869.792,631.875,500,8,8,6.3246,1.033642975
8_500,870.875,626.333,500,8,10,6.3246,1.129365362
8_500,873.292,621.208,500,8,12,6.3246,1.133269853
8_500,874.583,616.083,500,8,14,6.3246,1.057020454
8_500,874.417,612.292,500,8,16,6.3246,0.758926531
8_500,875.792,608.958,500,8,18,6.3246,0.721281665
8_500,877,603.833,500,8,20,6.3246,1.053088581
8_500,877.625,598.875,500,8,22,6.3246,0.999447627
8_500,878.5,593.958,500,8,24,6.3246,0.998849618
8_500,880.25,588.917,500,8,26,6.3246,1.067224081
8_500,881.167,583.958,500,8,28,6.3246,1.008614297
8_500,881.792,579.083,500,8,30,6.3246,0.982980163
8_500,882.125,574.083,500,8,32,6.3246,1.002215326
8_500,882,569.083,500,8,34,6.3246,1.000312451
8_500,882.292,564.958,500,8,36,6.3246,0.827064423
8_500,882.375,559,500,8,38,6.3246,1.19171562
8_500,881.458,554.75,500,8,40,6.3246,0.869560556
8_500,881.167,548.917,500,8,42,6.3246,1.168050855
8_500,882.042,544,500,8,44,6.3246,0.998849618
8_500,883.917,541.875,500,8,46,6.3246,0.566789202
8_500,885.125,536.167,500,8,48,6.3246,1.166885221
8_500,887.5,531.583,500,8,50,6.3246,1.032544062
8_500,889.333,528.125,500,8,52,6.3246,0.782755466
8_500,891.458,523.958,500,8,54,6.3246,0.935510855
8_500,893.25,518.833,500,8,56,6.3246,1.085852458
8_500,894,514.708,500,8,58,6.3246,0.838525492
8_500,894.083,511.333,500,8,60,6.3246,0.675204088
8_500,896.458,506.042,500,8,62,6.3246,1.159919066
8_500,897.75,501.042,500,8,64,6.3246,1.032845855
8_500,900.125,497.417,500,8,66,6.3246,0.866746791
8_500,901.667,492.875,500,8,68,6.3246,0.959323261
8_500,901.833,489.125,500,8,70,6.3246,0.750734467
8_500,902.958,484.792,500,8,72,6.3246,0.895332653
8_500,903.083,478,500,8,74,6.3246,1.358630031
8_500,903.958,473.958,500,8,76,6.3246,0.827124876
8_500,903.583,469.917,500,8,78,6.3246,0.811672496
8_500,905.458,463.958,500,8,80,6.3246,1.249404754
8_500,906.333,460.667,500,8,82,6.3246,0.681066986
8_500,907.5,455.042,500,8,84,6.3246,1.148956292
8_500,906.75,450.333,500,8,86,6.3246,0.953670404
8_500,906.917,447.333,500,8,88,6.3246,0.600928914
8_500,907.188,441.312,500,8,90,6.3246,1.20541913
8_500,905.938,436.25,500,8,92,6.3246,1.04281051
8_500,905.125,430.875,500,8,94,6.3246,1.087227557
8_500,904,426.188,500,8,96,6.3246,0.964024771
8_500,903.938,420.938,500,8,98,6.3246,1.050073216
8_500,902.688,418.062,500,8,100,6.3246,0.627180229
8_500,903.375,411.125,500,8,102,6.3246,1.394187046
8_500,900.625,407.083,500,8,104,6.3246,0.977757925
8_500,898.75,403.083,500,8,106,6.3246,0.883529852
8_500,897.375,397.917,500,8,108,6.3246,1.069171287
8_500,895.417,393.083,500,8,110,6.3246,1.043097694
8_500,893.083,387.25,500,8,112,6.3246,1.256526084
8_500,892.375,382.688,500,8,114,6.3246,0.923322436
8_500,891.5,379,500,8,116,6.3246,0.758075695
8_500,888.562,374.125,500,8,118,6.3246,1.138375492
8_500,888.5,369.188,500,8,120,6.3246,0.987477858
8_500,886.562,365,500,8,122,6.3246,0.922934191
8_500,885.312,359.812,500,8,124,6.3246,1.067292725
8_500,882.812,356.125,500,8,126,6.3246,0.8909314
8_500,881,351,500,8,128,6.3246,1.087179268
8_500,877.25,348,500,8,130,6.3246,0.960468636
8_500,875,345.188,500,8,132,6.3246,0.720273393
8_500,873.375,340.188,500,8,134,6.3246,1.051487042
8_500,871.562,335.938,500,8,136,6.3246,0.924109712
8_500,868.312,331.875,500,8,138,6.3246,1.040585777
8_500,865.188,327.375,500,8,140,6.3246,1.095616283
8_500,862.688,324.562,500,8,142,6.3246,0.752674405
8_500,859.438,319.938,500,8,144,6.3246,1.130378273
8_500,857.062,317.125,500,8,146,6.3246,0.736433161
8_500,852.375,312.875,500,8,148,6.3246,1.26539273
8_500,849.875,308.875,500,8,150,6.3246,0.943398113
8_500,848.938,303.875,500,8,152,6.3246,1.017407863
8_500,848.812,299,500,8,154,6.3246,0.975325607
8_500,846.625,294.812,500,8,156,6.3246,0.944929902
8_500,845.125,290.062,500,8,158,6.3246,0.996242942
8_500,844.5,285.812,500,8,160,6.3246,0.859142014
8_500,842.75,282.5,500,8,162,6.3246,0.749182061
8_500,841.562,277.562,500,8,164,6.3246,1.015779267
8_500,840.688,274.25,500,8,166,6.3246,0.685075762
8_500,840.312,268.75,500,8,168,6.3246,1.102567476
8_500,840.625,265.188,500,8,170,6.3246,0.715145104
8_500,842.062,261.188,500,8,172,6.3246,0.850058092
8_500,842.75,256,500,8,174,6.3246,1.046684059
8_500,842.812,252.125,500,8,176,6.3246,0.775099194
8_500,843.875,246.188,500,8,178,6.3246,1.206282521
8_500,844.75,243.125,500,8,180,6.3246,0.637105768
8_500,845,237.812,500,8,182,6.3246,1.063775709
8_500,846.875,232.812,500,8,184,6.3246,1.068000468
8_500,846.625,227.812,500,8,186,6.3246,1.00124922
8_500,847.5,223.125,500,8,188,6.3246,0.953595176
8_500,848.375,218.5,500,8,190,6.3246,0.941408519
8_500,848,214.167,500,8,192,6.3246,0.869839387
8_500,848.708,210.875,500,8,194,6.3246,0.673454616
8_500,849.125,207.042,500,8,196,6.3246,0.771123285
8_500,850.833,201.167,500,8,198,6.3246,1.223648463
8_500,852.292,198,500,8,200,6.3246,0.697382822
9_500,469.125,212.375,500,9,2,5.3254,0
9_500,472,212.833,500,9,4,5.3254,0.582250427
9_500,476.917,212.458,500,9,6,5.3254,0.986255829
9_500,482.125,212.292,500,9,8,5.3254,1.042128975
9_500,486.708,213.333,500,9,10,5.3254,0.939948296
9_500,490.042,213.25,500,9,12,5.3254,0.667006597
9_500,494.042,214.417,500,9,14,5.3254,0.833352002
9_500,499.208,214.042,500,9,16,5.3254,1.035918549
9_500,503.375,215,500,9,18,5.3254,0.855140994
9_500,506.083,215.417,500,9,20,5.3254,0.547983686
9_500,510.958,218.375,500,9,22,5.3254,1.140445334
9_500,515.208,218.417,500,9,24,5.3254,0.850041505
9_500,519.042,219.583,500,9,26,5.3254,0.801476438
9_500,523.125,219.625,500,9,28,5.3254,0.816643202
9_500,527.083,221.375,500,9,30,5.3254,0.865523287
9_500,530.708,222.833,500,9,32,5.3254,0.781444534
9_500,534.583,223.292,500,9,34,5.3254,0.780417991
9_500,539.042,224.375,500,9,36,5.3254,0.917726975
9_500,543.042,224.458,500,9,38,5.3254,0.800172206
9_500,547.917,224.583,500,9,40,5.3254,0.97532046
9_500,551.917,225.667,500,9,42,5.3254,0.828855983
9_500,555.958,227.542,500,9,44,5.3254,0.890961413
9_500,560.042,227.792,500,9,46,5.3254,0.818328931
9_500,563.542,228.292,500,9,48,5.3254,0.707106781
9_500,569.375,227.542,500,9,50,5.3254,1.176203877
9_500,572.125,230.083,500,9,52,5.3254,0.748843936
9_500,576.292,230,500,9,54,5.3254,0.833565306
9_500,580.125,229.542,500,9,56,5.3254,0.772053185
9_500,584.833,228.375,500,9,58,5.3254,0.970095933
9_500,587.917,227.625,500,9,60,5.3254,0.634777315
9_500,591.792,227.917,500,9,62,5.3254,0.777197247
9_500,597,228.5,500,9,64,5.3254,1.048105968
9_500,602.042,228.917,500,9,66,5.3254,1.011842932
9_500,606.292,228.208,500,9,68,5.3254,0.861746622
9_500,610.167,229.75,500,9,70,5.3254,0.834107643
9_500,615.042,228.667,500,9,72,5.3254,0.998769523
9_500,617.875,229.083,500,9,74,5.3254,0.572675999
9_500,622.958,229.333,500,9,76,5.3254,1.017828846
9_500,627.042,231,500,9,78,5.3254,0.882223214
9_500,632,232.458,500,9,80,5.3254,1.033586532
9_500,634.917,234.292,500,9,82,5.3254,0.68912829
9_500,639.458,235.875,500,9,84,5.3254,0.961801851
9_500,644.708,237.083,500,9,86,5.3254,1.077437033
9_500,649,237.833,500,9,88,5.3254,0.87140723
9_500,653.875,241.125,500,9,90,5.3254,1.176484407
9_500,657.792,241.958,500,9,92,5.3254,0.800918922
9_500,662.917,243.625,500,9,94,5.3254,1.077859249
9_500,667.167,245.875,500,9,96,5.3254,0.961769203
9_500,670.542,247.833,500,9,98,5.3254,0.780368862
9_500,673.125,249.375,500,9,100,5.3254,0.601652823
9_500,676.958,250.708,500,9,102,5.3254,0.811634844
9_500,682.042,251.542,500,9,104,5.3254,1.03039045
9_500,687,253.083,500,9,106,5.3254,1.03839193
9_500,690.917,255.333,500,9,108,5.3254,0.90344649
9_500,694.75,257.833,500,9,110,5.3254,0.915246175
9_500,697.958,259.875,500,9,112,5.3254,0.760553167
9_500,702.083,260.792,500,9,114,5.3254,0.845139373
9_500,704.833,264.875,500,9,116,5.3254,0.984548404
9_500,708.458,266.083,500,9,118,5.3254,0.764196022
9_500,712.917,268.25,500,9,120,5.3254,0.991535577
9_500,716.292,270.542,500,9,122,5.3254,0.815938454
9_500,720.125,270.917,500,9,124,5.3254,0.77026006
9_500,722.125,272.625,500,9,126,5.3254,0.52601384
9_500,726.083,272.542,500,9,128,5.3254,0.791774033
9_500,729.833,273.542,500,9,130,5.3254,0.776208735
9_500,736.083,275.5,500,9,132,5.3254,1.30990479
9_500,740.083,276.083,500,9,134,5.3254,0.808452571
9_500,744.917,278.125,500,9,136,5.3254,1.049520271
9_500,750.167,279.167,500,9,138,5.3254,1.070481462
9_500,755,280.042,500,9,140,5.3254,0.982313881
9_500,758.958,280.542,500,9,142,5.3254,0.797891321
9_500,763,280.375,500,9,144,5.3254,0.809089686
9_500,766.833,281.208,500,9,146,5.3254,0.784494181
9_500,769.167,281.542,500,9,148,5.3254,0.471555384
9_500,772.792,281.917,500,9,150,5.3254,0.728868987
9_500,775.875,282.875,500,9,152,5.3254,0.645682677
9_500,779.125,285.125,500,9,154,5.3254,0.790569415
9_500,782,288.333,500,9,156,5.3254,0.861554154
9_500,785.292,290.333,500,9,158,5.3254,0.770383385
9_500,790,291.958,500,9,160,5.3254,0.996110215
9_500,793.917,295.875,500,9,162,5.3254,1.107894905
9_500,797.125,298.208,500,9,164,5.3254,0.793325986
9_500,801.833,299.833,500,9,166,5.3254,0.996110215
9_500,804.042,302.125,500,9,168,5.3254,0.636645741
9_500,809.125,304.667,500,9,170,5.3254,1.136638078
9_500,813.667,306,500,9,172,5.3254,0.946713325
9_500,817,307.917,500,9,174,5.3254,0.768993576
9_500,820.167,309.75,500,9,176,5.3254,0.731840912
9_500,823.958,310.625,500,9,178,5.3254,0.778133819
9_500,828.958,312.375,500,9,180,5.3254,1.059481005
9_500,832.875,314.667,500,9,182,5.3254,0.907659694
9_500,836.333,316.292,500,9,184,5.3254,0.764156764
9_500,840.125,320.708,500,9,186,5.3254,1.164136075
9_500,843.792,322.917,500,9,188,5.3254,0.856190867
9_500,849.125,325.125,500,9,190,5.3254,1.154402928
9_500,853.167,326.125,500,9,192,5.3254,0.832772814
9_500,855.375,329.125,500,9,194,5.3254,0.744990309
